0.006389003,0.47368902,0.903605938,0.424902529,0.248644248,1.037688017,23:30.6,shutter-on-1
-0.824181437,1.063531637,0.387717426,0.546204984,0.170185715,0.672756433,23:30.7,shutter-on-1
-0.824181437,1.063531637,0.387717426,0.546204984,0.170185715,0.672756433,23:30.7,shutter-on-1
-0.793833673,-1.099829674,-2.855010271,1.517771125,-0.07949698,1.26128912,23:30.8,shutter-on-1
-0.642094851,-1.60981667,-4.351407051,1.605594993,-0.299180835,1.445823193,23:30.8,shutter-on-1
1.098908544,-3.680618048,-7.587726116,1.236872315,-0.991461873,1.666666627,23:30.9,shutter-on-1
0.225212365,-0.010889403,-9.02484417,0.170832351,-1.204684496,1.12639308,23:30.9,shutter-on-1
0.225212365,-0.010889403,-9.02484417,0.170832351,-1.204684496,1.12639308,23:31.0,shutter-on-1
0.860918164,-1.43195641,-5.807750702,-0.616143107,-0.53040272,0.888314307,23:31.0,shutter-on-1
0.718762875,-1.181500196,-5.429646015,-0.763357103,-0.424714506,0.817993701,23:31.1,shutter-on-1
0.907238483,-2.128878117,-3.03605175,-1.236184478,-0.108111262,0.613236725,23:31.1,shutter-on-1
0.392923713,-1.039937973,-0.267557085,-1.446228027,0.22949113,0.512122154,23:31.2,shutter-on-1
-0.079862542,0.068966217,1.171162963,-1.32538414,0.280489177,0.610249281,23:31.2,shutter-on-1
-0.030347764,0.366609901,3.146599293,-0.972483456,0.222337559,0.806503415,23:31.3,shutter-on-1
-0.030347764,0.366609901,3.146599293,-0.972483456,0.222337559,0.806503415,23:31.3,shutter-on-1
0.153336078,1.333951831,5.200540543,-0.593441904,-0.075112537,1.026887178,23:31.4,shutter-on-1
0.47917524,1.174240589,6.480648994,0.237560153,-0.303565294,1.025738239,23:31.4,shutter-on-1
0.755499661,1.838494182,6.60241127,0.68149507,-0.636090994,1.144088149,23:31.5,shutter-on-1
1.229883075,1.426511765,5.977577686,1.373538136,-0.572631896,1.196024299,23:31.5,shutter-on-1
0.897654951,3.101664782,4.399471283,1.171978831,-0.501326919,0.909916043,23:31.6,shutter-on-1
0.945572495,1.491848111,3.426973581,1.446686506,-0.224414498,0.999770105,23:31.6,shutter-on-1
0.945572495,1.491848111,3.426973581,1.446686506,-0.224414498,0.999770105,23:31.7,shutter-on-1
0.067084536,0.290384054,-0.038451314,1.197431803,0.142725229,0.890152752,23:31.7,shutter-on-1
0.071876287,-0.023593705,-1.115088105,0.777803242,0.143417522,0.852464616,23:31.8,shutter-on-1
0.134169072,-0.310347974,-1.21121645,0.729419827,0.177108526,0.859128952,23:31.8,shutter-on-1
0.892863214,-0.626140654,-2.462486267,0.403806448,0.096111648,0.998161495,23:31.9,shutter-on-1
0.643692076,-0.715070784,-1.578106046,0.174730539,0.352947921,0.884867191,23:32.0,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1
0,0,0,0,0,0,23:32.7,shutter-on-1